Date,Adj Close
2010/5/17,68.48440552
2010/5/18,69.12768555
2010/5/19,66.69607544
2010/5/20,67.51948547
2010/5/21,69.80958557
2010/5/24,68.97331238
2010/5/25,67.03057098
2010/5/26,69.2434845
2010/5/27,70.9932251
2010/5/28,72.87164307
2010/5/31,72.87164307
2010/6/1,72.82016754
2010/6/2,72.38272858
2010/6/3,73.46344757
2010/6/4,74.84008789
2010/6/7,74.02954865
2010/6/8,74.54417419
2010/6/9,72.81302643
2010/6/10,73.45566559
2010/6/11,73.84909821
2010/6/14,75.04253387
2010/6/15,76.51138306
2010/6/16,76.30154419
2010/6/17,77.08843994
2010/6/18,77.35073853
2010/6/21,78.45236969
2010/6/22,79.16055298
2010/6/23,79.43595886
2010/6/24,80.19664001
2010/6/25,79.06874847
2010/6/28,78.072052
2010/6/29,77.73107147
2010/6/30,80.11794281
2010/7/1,79.47530365
2010/7/2,79.35729218
2010/7/5,79.25237274
2010/7/6,79.44908905
2010/7/7,79.21302032
2010/7/8,79.51467896
2010/7/9,78.78024292
2010/7/12,78.67531586
2010/7/13,78.45236969
2010/7/14,78.29499817
2010/7/15,78.71465302
2010/7/16,78.25563812
2010/7/19,76.41958618
2010/7/20,76.44580841
2010/7/21,76.68186951
2010/7/22,78.08515167
2010/7/23,79.12121582
2010/7/26,79.39664459
2010/7/27,79.80317688
2010/7/28,80.61629486
2010/7/29,81.33760071
2010/7/30,80.98352051
2010/8/2,82.04580688
2010/8/3,80.99662781
2010/8/4,81.46876526
2010/8/5,81.73105621
2010/8/6,83.27859497
2010/8/9,83.3835144
2010/8/10,82.49171448
2010/8/11,81.28514862
2010/8/12,80.23596191
2010/8/13,81.96712494
2010/8/16,83.01629639
2010/8/17,83.69827271
2010/8/18,85.24581146
2010/8/19,86.71465302
2010/8/20,85.35072327
2010/8/23,83.67202759
2010/8/24,83.85564423
2010/8/25,84.19662476
2010/8/26,85.98022461
2010/8/27,84.56384277
2010/8/30,83.56713104
2010/8/31,85.5867691
2010/9/1,85.5867691
2010/9/2,86.79334259
2010/9/3,86.03270721
2010/9/6,86.97693634
2010/9/7,87.18678284
2010/9/8,86.19006348
2010/9/9,85.16711426
2010/9/13,85.61300659
2010/9/14,86.66220093
2010/9/15,87.94743347
2010/9/16,87.81629181
2010/9/17,88.31465149
2010/9/20,92.66873932
2010/9/21,90.57040405
2010/9/22,91.6457901
2010/9/23,92.59005737
2010/9/24,94.03268433
2010/9/27,93.58677673
2010/9/28,93.58677673
2010/9/29,91.06874847
2010/9/30,93.53430939
2010/10/1,93.7179184
2010/10/4,91.93431854
2010/10/5,91.17366791
2010/10/6,90.70152283
2010/10/7,90.17694855
2010/10/8,90.46547699
2010/10/11,90.72776794
2010/10/12,89.67858124
2010/10/13,91.85562897
2010/10/14,91.82939911
2010/10/15,90.20317841
2010/10/18,89.99333191
2010/10/19,89.44251251
2010/10/20,88.13105774
2010/10/21,91.46218109
2010/10/22,89.8097229
2010/10/25,88.73430634
2010/10/26,90.09825134
2010/10/27,88.05235291
2010/10/28,87.63269043
2010/10/29,89.8097229
2010/11/1,90.15071106
2010/11/2,90.96383667
2010/11/3,92.09171295
2010/11/4,92.8523407
2010/11/8,92.14415741
2010/11/9,93.27201843
2010/11/10,92.8523407
2010/11/11,91.98677826
2010/11/12,91.19989014
2010/11/15,91.88186646
2010/11/16,89.15399933
2010/11/18,90.20317841
2010/11/19,89.67858124
2010/11/22,92.27529907
2010/11/23,90.49170685
2010/11/24,91.12120056
2010/11/25,89.02285767
2010/11/26,87.94743347
2010/11/29,88.44580078
2010/11/30,90.17694855
2010/12/1,89.91464996
2010/12/2,89.65235138
2010/12/3,89.86219788
2010/12/6,88.68186188
2010/12/7,88.23596191
2010/12/8,87.47530365
2010/12/9,87.76383972
2010/12/10,89.33760071
2010/12/13,87.68512726
2010/12/14,88.34088135
2010/12/15,87.60647583
2010/12/16,88.15727997
2010/12/20,87.58022308
2010/12/21,87.68512726
2010/12/22,87.81629181
2010/12/23,87.55400085
2010/12/24,89.12776184
2010/12/27,89.0490799
2010/12/28,89.8097229
2010/12/29,91.38349915
2010/12/30,91.56710815
2010/12/31,91.61956024
2011/1/3,91.69825745
2011/1/4,93.11463928
2011/1/5,94.32119751
2011/1/6,93.84906006
2011/1/7,90.49170685
2011/1/10,89.49497223
2011/1/11,89.23268127
2011/1/12,91.14743042
2011/1/13,90.83268738
2011/1/14,89.46875
2011/1/17,90.20317841
2011/1/18,92.40644836
2011/1/19,92.03925323
2011/1/20,90.04579926
2011/1/21,88.6031723
2011/1/24,88.70809174
2011/1/25,88.13105774
2011/1/27,88.02611542
2011/1/28,88.20972443
2011/1/31,85.29827118
2011/2/1,83.72450256
2011/2/2,83.40973663
2011/2/3,83.64580536
2011/2/4,80.2621994
2011/2/7,82.4130249
2011/2/8,81.88842773
2011/2/9,80.73432922
2011/2/10,81.91466522
2011/2/11,81.36385345
2011/2/14,82.62284851
2011/2/15,82.4130249
2011/2/16,82.30809021
2011/2/17,83.12121582
2011/2/18,81.70482635
2011/2/21,82.99008179
2011/2/22,82.20317841
2011/2/23,81.62612915
2011/2/24,79.02941895
2011/2/25,81.99334717
2011/2/28,88.65564728
2011/3/1,91.06874847
2011/3/3,91.04250336
2011/3/4,90.4392395
2011/3/7,90.57040405
2011/3/8,90.20317841
2011/3/9,90.09825134
2011/3/10,89.86219788
2011/3/11,89.88841248
2011/3/14,90.9900589
2011/3/15,89.23268127
2011/3/16,89.8097229
2011/3/17,88.15727997
2011/3/18,88.10482025
2011/3/21,88.07857513
2011/3/22,89.20645905
2011/3/23,90.20317841
2011/3/24,90.75399017
2011/3/25,93.08842468
2011/3/28,93.74415588
2011/3/29,94.03268433
2011/3/30,93.167099
2011/3/31,95.52775574
2011/4/1,95.73758698
2011/4/4,96.97038269
2011/4/5,96.62939453
2011/4/6,95.97366333
2011/4/7,95.76382446
2011/4/8,96.39333344
2011/4/11,97.04906464
2011/4/13,99.72446442
2011/4/15,100.4588852
2011/4/18,99.77693939
2011/4/19,98.3605423
2011/4/20,99.98677826
2011/4/21,99.75068665
2011/4/25,99.80317688
2011/4/26,100.5375977
2011/4/27,101.5867691
2011/4/28,100.6425095
2011/4/29,100.9048004
2011/5/2,100.2752991
2011/5/3,98.01955414
2011/5/4,97.99333191
2011/5/5,95.73758698
2011/5/6,96.31463623
2011/5/9,96.76054382
2011/5/10,97.36381531
2011/5/11,97.75726318
2011/5/12,96.41956329
2011/5/13,99.14743042
2011/5/16,97.62611389
2011/5/17,98.54413605
2011/5/18,99.12119293
2011/5/19,99.17365265
2011/5/20,97.86219025
2011/5/23,99.77693939
2011/5/24,98.07200623
2011/5/25,99.19988251
2011/5/26,98.09824371
2011/5/27,99.12119293
2011/5/30,98.41300201
2011/5/31,101.4293823
2011/6/1,101.6916962
2011/6/2,102.4523544
2011/6/3,101.4818573
2011/6/6,101.1408844
2011/6/7,101.5343094
2011/6/8,102.2687225
2011/6/9,102.2949677
2011/6/10,101.3955536
2011/6/13,100.9987564
2011/6/14,102.559494
2011/6/15,102.7182159
2011/6/16,102.6388474
2011/6/17,101.4484634
2011/6/20,98.64440155
2011/6/21,97.79790497
2011/6/22,97.98307037
2011/6/23,101.2897339
2011/6/24,103.2208328
2011/6/27,102.4272232
2011/6/28,102.559494
2011/6/29,105.5751724
2011/6/30,107.3740082
2011/7/1,106.6333008
2011/7/4,105.1519089
2011/7/5,103.5118103
2011/7/6,104.0673294
2011/7/7,107.6120834
2011/7/8,106.104248
2011/7/11,107.1888199
2011/7/12,106.6862259
2011/7/13,107.9295197
2011/7/14,107.4004517
2011/7/15,106.7391281
2011/7/18,106.6862259
2011/7/19,107.9824295
2011/7/20,108.8554001
2011/7/21,109.5696182
2011/7/22,109.7283401
2011/7/25,108.6702194
2011/7/26,106.2894058
2011/7/27,106.2894058
2011/7/28,109.1199112
2011/7/29,110.2309418
2011/8/1,110.5219421
2011/8/2,108.3263245
2011/8/3,109.437355
2011/8/4,105.7867966
2011/8/5,103.9086075
2011/8/8,103.167923
2011/8/9,105.6809921
2011/8/10,104.2789536
2011/8/11,105.1519089
2011/8/12,104.7551193
2011/8/16,106.0777969
2011/8/17,108.0617981
2011/8/18,107.8501511
2011/8/19,105.390007
2011/8/22,106.8713913
2011/8/23,107.5062561
2011/8/24,106.8449326
2011/8/25,107.0565491
2011/8/26,104.146698
2011/8/29,106.8449326
2011/8/30,105.8132629
2011/9/2,107.5327225
2011/9/5,107.2681885
2011/9/6,107.2946396
2011/9/7,105.8397064
2011/9/8,105.3635483
2011/9/9,104.5699234
2011/9/12,103.802803
2011/9/13,104.2525177
2011/9/14,105.5222626
2011/9/15,105.4958191
2011/9/16,104.7286606
2011/9/19,103.3531036
2011/9/20,105.0196457
2011/9/21,104.5435028
2011/9/22,101.0252151
2011/9/23,101.3955536
2011/9/26,99.72898865
2011/9/27,102.3478622
2011/9/28,104.2789536
2011/9/29,107.0036469
2011/9/30,104.7551193
2011/10/3,102.8240204
2011/10/4,101.3955536
2011/10/5,102.6917572
2011/10/7,105.3635483
2011/10/10,105.8661499
2011/10/11,105.5751724
2011/10/12,107.9295197
2011/10/13,106.8184814
2011/10/14,108.564415
2011/10/17,108.8554001
2011/10/18,108.0617981
2011/10/19,109.5696182
2011/10/20,108.4850159
2011/10/21,107.9295197
2011/10/24,109.4902496
2011/10/25,111.6594238
2011/10/28,114.0137787
2011/10/31,112.7704773
2011/11/1,110.2044983
2011/11/2,110.7600174
2011/11/3,111.2097321
2011/11/4,111.2891006
2011/11/8,111.5271759
2011/11/9,112.162056
2011/11/11,112.5059433
2011/11/14,111.897522
2011/11/15,111.4478073
2011/11/16,112.4794922
2011/11/17,109.9135056
2011/11/18,106.7655716
2011/11/21,105.5222626
2011/11/22,103.802803
2011/11/23,102.2685165
2011/11/24,101.7394562
2011/11/25,101.7129822
2011/11/28,103.9350586
2011/11/29,104.7022018
2011/11/30,106.183609
2011/12/1,107.7443466
2011/12/2,109.2521896
2011/12/5,108.0088882
2011/12/7,108.4321442
2011/12/8,105.2841873
2011/12/9,104.3054199
2011/12/12,103.696991
2011/12/13,104.4112167
2011/12/14,105.7338943
2011/12/15,105.6016159
2011/12/16,103.5911789
2011/12/19,104.4906082
2011/12/20,105.4958191
2011/12/21,107.0036469
2011/12/22,107.7972565
2011/12/23,107.9295197
2011/12/26,108.4321442
2011/12/27,108.4850159
2011/12/28,106.8978424
2011/12/29,106.183609
2011/12/30,106.5010452
2012/1/2,105.0990219
2012/1/3,105.9984207
2012/1/4,105.5751724
2012/1/5,105.7074432
2012/1/6,106.9243011
2012/1/9,106.8713913
2012/1/10,108.5379486
2012/1/11,107.5591736
2012/1/12,108.4321442
2012/1/13,109.5431824
2012/1/16,110.627739
2012/1/17,110.2574158
2012/1/18,110.9981079
2012/1/19,110.6806793
2012/1/20,106.5010452
2012/1/23,108.2469635
2012/1/24,108.9612045
2012/1/25,109.0140915
2012/1/27,106.7655716
2012/1/30,106.2629547
2012/1/31,107.9030609
2012/2/1,106.6597519
2012/2/2,105.3106384
2012/2/3,106.1571426
2012/2/6,107.0830154
2012/2/7,108.7495804
2012/2/8,108.1676025
2012/2/9,107.8766098
2012/2/10,107.8237152
2012/2/13,107.2946396
2012/2/14,107.162384
2012/2/15,107.4798126
2012/2/16,107.9030609
2012/2/17,108.6966476
2012/2/21,109.7283401
2012/2/22,110.3367691
2012/2/23,110.3632278
2012/2/24,110.7864838
2012/2/27,112.3207855
2012/2/28,111.4742584
2012/2/29,109.8605957
2012/3/1,109.437355
2012/3/2,108.5908508
2012/3/5,109.5167084
2012/3/6,111.3155441
2012/3/7,111.0774384
2012/3/9,110.1780472
2012/3/12,109.4109116
2012/3/13,110.6013031
2012/3/14,112.4265823
2012/3/15,110.5219421
2012/3/16,114.357666
2012/3/19,116.6591034
2012/3/20,118.2992172
2012/3/21,118.4315033
2012/3/22,116.2358322
2012/3/23,117.6907959
2012/3/26,117.8230438
2012/3/27,119.5954285
2012/3/28,119.9922409
2012/3/29,118.8018341
2012/3/30,120.0451279
2012/4/2,120.071579
2012/4/3,120.1509247
2012/4/4,120.3096848
2012/4/9,118.537323
2012/4/10,121.3413239
2012/4/11,121.5529633
2012/4/12,124.1983032
2012/4/13,124.99189
2012/4/16,127.5314026
2012/4/17,130.2560883
2012/4/18,127.9017639
2012/4/19,129.1186066
2012/4/20,129.727066
2012/4/23,129.4889679
2012/4/24,129.6476746
2012/4/25,130.1238403
2012/4/26,131.7639618
2012/4/27,130.0444794
2012/4/30,129.8857574
2012/5/2,129.4096069
2012/5/3,127.8753128
2012/5/4,125.9971237
2012/5/7,125.0447998
2012/5/8,120.0451279
2012/5/9,126.9229889
2012/5/10,126.5790939
2012/5/11,123.9337997
2012/5/14,124.06604
2012/5/15,122.1349487
2012/5/16,120.2567749
2012/5/17,124.1983032
2012/5/18,126.7378159
2012/5/21,124.2512207
2012/5/22,123.1401825
2012/5/23,122.5846634
2012/5/24,123.4576187
2012/5/25,122.6640015
2012/5/28,124.3570175
2012/5/29,122.1613998
2012/5/30,122.6904678
2012/5/31,121.3413239
2012/6/1,123.7221375
2012/6/4,121.7381439
2012/6/5,119.5160751
2012/6/6,124.0924835
2012/6/7,125.0447998
2012/6/8,126.5526428
2012/6/11,129.2756653
2012/6/12,131.055069
2012/6/13,131.5942535
2012/6/14,131.9447479
2012/6/15,133.7241364
2012/6/18,131.1359406
2012/6/19,134.4790497
2012/6/20,132.672699
2012/6/21,135.5574799
2012/6/22,135.0721741
2012/6/25,134.8295135
2012/6/26,133.2118835
2012/6/27,133.6163025
2012/6/28,135.5035553
2012/6/29,139.6015472
2012/7/2,134.8295135
2012/7/3,132.9153442
2012/7/4,132.7266083
2012/7/5,135.1260834
2012/7/6,136.2854004
2012/7/9,135.6922302
2012/7/10,139.331955
2012/7/11,136.581955
2012/7/12,135.719223
2012/7/13,136.7167816
2012/7/16,135.9079437
2012/7/17,137.768219
2012/7/18,137.4716492
2012/7/19,137.0133362
2012/7/20,136.3392944
2012/7/23,134.5599365
2012/7/24,134.964325
2012/7/25,137.3638458
2012/7/26,134.506012
2012/7/27,137.4716492
2012/7/30,139.2240906
2012/7/31,139.1971436
2012/8/1,139.6824341
2012/8/2,140.976532
2012/8/3,139.8441772
2012/8/6,139.331955
2012/8/7,140.8956451
2012/8/8,141.0304413
2012/8/9,143.2142639
2012/8/10,144.3735504
2012/8/13,143.9152069
2012/8/14,144.400528
2012/8/16,139.3049927
2012/8/17,141.3270111
2012/8/21,140.5991058
2012/8/22,141.0843506
2012/8/23,142.4863281
2012/8/24,142.9715881
2012/8/27,143.0794373
2012/8/28,144.5892181
2012/8/29,145.2362823
2012/8/30,145.9102936
2012/8/31,144.3196259
2012/9/3,144.2926788
2012/9/4,143.6995239
2012/9/5,144.3735504
2012/9/6,140.4373169
2012/9/7,141.6775055
2012/9/10,142.7020111
2012/9/11,144.1309052
2012/9/12,145.2093048
2012/9/13,145.398056
2012/9/14,144.6431732
2012/9/17,136.6898041
2012/9/18,137.0672455
2012/9/20,138.2804565
2012/9/21,141.0574188
2012/9/24,137.9569244
2012/9/25,140.6260529
2012/9/26,142.2436676
2012/9/27,143.9421844
2012/9/28,146.8808899
2012/10/1,147.3392181
2012/10/3,145.7215881
2012/10/4,148.4445801
2012/10/5,148.633316
2012/10/8,149.7656555
2012/10/9,151.0058594
2012/10/10,151.5180664
2012/10/11,152.8661194
2012/10/12,152.8661194
2012/10/15,154.6185455
2012/10/16,154.4567566
2012/10/17,155.4273529
2012/10/18,157.2337036
2012/10/19,160.4150543
2012/10/22,158.5278168
2012/10/23,156.3709717
2012/10/25,157.4763489
2012/10/29,155.4273529
2012/10/30,153.189621
2012/10/31,152.3538513
2012/11/1,150.6014252
2012/11/2,152.704361
2012/11/5,155.6430511
2012/11/6,155.9126434
2012/11/7,156.3440247
2012/11/8,155.8317719
2012/11/9,155.3734283
2012/11/12,153.0278778
2012/11/15,149.064682
2012/11/16,148.0941162
2012/11/19,151.8955383
2012/11/20,151.2754364
2012/11/21,154.2680664
2012/11/22,155.8317719
2012/11/23,154.5376434
2012/11/26,154.8072815
2012/11/27,158.6626434
2012/11/29,160.6846619
2012/11/30,160.9542694
2012/12/3,159.6871033
2012/12/4,159.1479034
2012/12/5,160.6307526
2012/12/6,162.4909973
2012/12/7,162.5718994
2012/12/10,162.8145599
2012/12/11,163.5424652
2012/12/12,164.9713898
2012/12/13,159.201828
2012/12/14,159.5792999
2012/12/17,158.0155945
2012/12/18,158.0425415
2012/12/19,156.424881
2012/12/20,154.8072815
2012/12/21,154.7803192
2012/12/24,154.7803192
2012/12/26,156.6405945
2012/12/27,155.5082397
2012/12/28,156.0474701
2012/12/31,154.6454926
2013/1/1,154.8881683
2013/1/2,153.8906097
2013/1/3,152.8930664
2013/1/4,152.2729492
2013/1/7,150.466629
2013/1/8,154.0523682
2013/1/9,150.7092743
2013/1/10,151.5180664
2013/1/11,147.4200897
2013/1/14,149.8465576
2013/1/15,153.189621
2013/1/16,153.1357117
2013/1/17,153.8366699
2013/1/18,154.9960022
2013/1/21,157.2067566
2013/1/22,155.9126434
2013/1/23,157.8538361
2013/1/24,160.388092
2013/1/25,161.6282654
2013/1/28,162.1674957
2013/1/29,164.5400238
2013/1/30,164.0277863
2013/1/31,165.8880463
2013/2/1,166.8316498
2013/2/4,165.6723175
2013/2/5,163.084137
2013/2/6,164.3782654
2013/2/7,163.9468536
2013/2/8,162.7066956
2013/2/11,161.3047638
2013/2/12,161.7900391
2013/2/13,161.951828
2013/2/14,162.1674957
2013/2/15,162.0866089
2013/2/18,161.9248505
2013/2/19,162.652771
2013/2/20,161.7630768
2013/2/21,159.9297791
2013/2/22,157.4494019
2013/2/25,157.7999115
2013/2/26,156.8292999
2013/2/27,158.9591827
2013/2/28,158.9591827
2013/3/1,157.0449982
2013/3/4,157.7190094
2013/3/5,157.772934
2013/3/6,154.7803192
2013/3/7,157.6381226
2013/3/8,160.5228882
2013/3/11,160.4420166
2013/3/12,161.1430206
2013/3/13,162.652771
2013/3/14,162.7875671
2013/3/15,162.7875671
2013/3/18,164.054718
2013/3/19,165.16008
2013/3/20,165.6453857
2013/3/21,164.4591217
2013/3/22,164.7826691
2013/3/25,163.0571899
2013/3/26,165.187088
2013/3/28,166.8586273
2013/4/1,165.6453857
2013/4/2,165.6184387
2013/4/3,165.861084
2013/4/4,161.5204315
2013/4/5,157.0719604
2013/4/8,157.9077301
2013/4/9,154.8611908
2013/4/10,153.5940399
2013/4/11,153.8366699
2013/4/12,157.9346924
2013/4/15,161.7361145
2013/4/16,166.0498199
2013/4/17,168.8267517
2013/4/18,170.0130005
2013/4/22,170.9296722
2013/4/23,171.2531891
2013/4/25,172.4664154
2013/4/26,171.9541473
2013/4/29,175.0546265
2013/4/30,177.3193054
2013/5/2,179.8535919
2013/5/3,178.3168335
2013/5/6,175.8903809
2013/5/7,180.7972107
2013/5/8,184.8412933
2013/5/9,185.7579498
2013/5/10,190.4221039
2013/5/13,181.066803
2013/5/14,181.0937653
2013/5/15,184.6525726
2013/5/16,181.7138672
2013/5/17,180.5815277
2013/5/20,180.446701
2013/5/21,178.4786072
2013/5/22,180.9320068
2013/5/23,179.2874146
2013/5/24,177.8854828
2013/5/27,180.0423126
2013/5/28,183.3314819
2013/5/29,184.7603912
2013/5/30,191.0422211
2013/5/31,186.0342102
2013/6/3,183.9270477
2013/6/4,184.6111908
2013/6/5,182.8050385
2013/6/6,183.2976074
2013/6/7,182.7229156
2013/6/10,184.446991
2013/6/11,182.996582
2013/6/12,181.1630859
2013/6/13,178.9737854
2013/6/14,181.5735474
2013/6/17,181.6283112
2013/6/18,180.6978455
2013/6/19,180.5609894
2013/6/20,176.620285
2013/6/21,176.4287567
2013/6/24,172.0775299
2013/6/25,174.978363
2013/6/26,176.7571411
2013/6/27,176.0729675
2013/6/28,177.5233765
2013/7/1,178.3990936
2013/7/2,177.7970428
2013/7/3,178.6180267
2013/7/4,185.459549
2013/7/5,187.5119934
2013/7/8,189.7559967
2013/7/9,190.1664734
2013/7/10,189.1265717
2013/7/11,193.4230347
2013/7/12,191.890564
2013/7/15,192.985199
2013/7/16,197.0627441
2013/7/17,201.6054688
2013/7/18,201.7696686
2013/7/19,201.9886017
2013/7/22,201.8517761
2013/7/23,205.6556549
2013/7/24,205.6830139
2013/7/25,196.4333038
2013/7/26,201.4960327
2013/7/29,195.9133606
2013/7/30,191.890564
2013/7/31,187.0193787
2013/8/1,185.7605438
2013/8/2,182.2303314
2013/8/5,183.5713043
2013/8/6,180.7525787
2013/8/7,176.2919159
2013/8/8,178.070694
2013/8/12,183.7080994
2013/8/13,182.914505
2013/8/14,183.2702332
2013/8/16,175.3614807
2013/8/19,171.803894
2013/8/20,172.5701294
2013/8/21,164.6613464
2013/8/22,168.547348
2013/8/23,168.8483887
2013/8/26,168.3010254
2013/8/27,163.0467529
2013/8/28,163.2109375
2013/8/29,167.2337799
2013/8/30,168.9578094
2013/9/2,175.3614807
2013/9/3,164.5792389
2013/9/4,164.1140442
2013/9/5,170.8460693
2013/9/6,173.1721802
2013/9/10,183.8449554
2013/9/11,180.5883789
2013/9/12,184.1733093
2013/9/13,181.3546295
2013/9/16,182.7776794
2013/9/17,185.3774567
2013/9/18,188.0319519
2013/9/19,194.5450439
2013/9/20,194.4629822
2013/9/23,191.4800568
2013/9/24,190.9874573
2013/9/25,188.6887054
2013/9/26,191.1790314
2013/9/27,190.412796
2013/9/30,186.3078918
2013/10/1,187.730896
2013/10/3,185.4048004
2013/10/4,186.0068359
2013/10/7,186.1163025
2013/10/8,190.2759705
2013/10/9,190.7685394
2013/10/10,190.0022888
2013/10/11,187.2930756
2013/10/14,185.9794922
2013/10/15,186.0889435
2013/10/17,189.0992126
2013/10/18,194.0524597
2013/10/21,188.6613617
2013/10/22,186.9372864
2013/10/23,186.9646606
2013/10/24,187.5940857
2013/10/25,186.1163025
2013/10/28,179.4937286
2013/10/29,179.4663849
2013/10/30,182.312439
2013/10/31,183.3523407
2013/11/1,179.5484467
2013/11/5,174.5952454
2013/11/6,174.431015
2013/11/7,175.388855
2013/11/8,174.8962555
2013/11/11,173.3090363
2013/11/12,175.0877991
2013/11/13,171.9407196
2013/11/14,172.1049042
2013/11/18,178.4811859
2013/11/19,177.0581512
2013/11/20,175.5530243
2013/11/21,171.2839508
2013/11/22,168.9578094
2013/11/25,173.0627441
2013/11/26,170.0798187
2013/11/27,171.9407196
2013/11/28,171.5849609
2013/11/29,175.3614807
2013/12/2,175.9635162
2013/12/3,174.7046661
2013/12/4,171.2292023
2013/12/5,168.985199
2013/12/6,170.2440033
2013/12/9,171.3386536
2013/12/10,173.9931793
2013/12/11,175.6077576
2013/12/12,173.391098
2013/12/13,172.5701294
2013/12/16,171.2018433
2013/12/17,172.5701294
2013/12/18,172.7069855
2013/12/19,171.6670685
2013/12/20,172.5153961
2013/12/23,174.7046661
2013/12/24,174.6225739
2013/12/26,175.2793732
2013/12/27,176.4834747
2013/12/30,176.4561005
2013/12/31,176.1551056
2014/1/1,176.4561005
2014/1/2,172.3785553
2014/1/3,172.269104
2014/1/6,172.7617035
2014/1/7,173.33638
2014/1/8,173.4184875
2014/1/9,172.7343445
2014/1/10,176.565567
2014/1/13,178.1254272
2014/1/14,177.578125
2014/1/15,179.9863281
2014/1/16,178.1528015
2014/1/17,177.7970428
2014/1/20,180.7252045
2014/1/21,180.0958099
2014/1/22,179.1653595
2014/1/23,180.0410461
2014/1/24,177.4686432
2014/1/27,177.4412994
2014/1/28,178.7822113
2014/1/29,177.8791504
2014/1/30,177.6602173
2014/1/31,177.9338989
2014/2/3,175.3067474
2014/2/4,177.8244171
2014/2/5,174.5678711
2014/2/6,177.632843
2014/2/7,177.0308075
2014/2/10,177.8791504
2014/2/11,177.9338989
2014/2/12,175.4435425
2014/2/13,173.4458618
2014/2/14,175.0330811
2014/2/17,175.1972809
2014/2/18,173.4458618
2014/2/19,173.3090363
2014/2/20,170.6818695
2014/2/21,173.8289948
2014/2/24,175.1699066
2014/2/25,176.2098083
2014/2/26,179.9316101
2014/2/28,179.3295288
2014/3/3,180.1779022
2014/3/4,181.5188293
2014/3/5,182.4219055
2014/3/6,183.1060486
2014/3/7,185.0764313
2014/3/10,183.6807404
2014/3/11,182.8050385
2014/3/12,186.6362762
2014/3/13,187.9498444
2014/3/14,190.0296478
2014/3/18,194.7913666
2014/3/19,196.87117
2014/3/20,194.7366028
2014/3/21,195.7765198
2014/3/24,197.3911285
2014/3/25,198.5678558
2014/3/26,196.5153961
2014/3/27,196.9806213
2014/3/28,196.1870117
2014/3/31,193.1220398
2014/4/1,192.629425
2014/4/2,188.4697876
2014/4/3,189.3181458
2014/4/4,188.6887054
2014/4/7,189.0718536
2014/4/9,190.440155
2014/4/10,188.1961365
2014/4/11,188.0045776
2014/4/15,186.6089172
2014/4/16,189.400238
2014/4/17,193.3409424
2014/4/21,193.4230347
2014/4/22,191.9726257
2014/4/23,193.3135834
2014/4/24,193.3135834
2014/4/25,187.9772034
2014/4/28,187.1835938
2014/4/29,186.2531281
2014/4/30,186.4994507
2014/5/2,186.2257996
2014/5/5,188.6613617
2014/5/6,190.440155
2014/5/7,189.7286377
2014/5/8,187.265686
2014/5/9,189.1265717
2014/5/12,196.5701447
2014/5/13,197.5005798
2014/5/14,200.1277008
2014/5/15,201.4960327
2014/5/16,195.3660126
2014/5/19,185.0490417
