#Parameters = {Mesh Pass=2}
#"X / mm"	"D-Field (Es)_Abs (X) (Mesh Pass=2) [Real Part]"
#---------------------------------------------------------
0.0000000000000	0.0000000000000
0.46728971962617	0.0000000000000
0.93457943925234	0.0000000000000
1.4018691588785	0.0000000000000
1.8691588785047	0.0000000000000
2.3364485981308	0.0000000000000
2.8037383177570	0.0000000000000
3.2710280373832	0.0000000000000
3.7383177570093	0.0000000000000
4.2056074766355	0.0000000000000
4.6728971962617	0.0000000000000
5.1401869158879	0.0000000000000
5.6074766355140	0.0000000000000
6.0747663551402	0.0000000000000
6.5420560747664	0.0000000000000
7.0093457943925	0.0000000000000
7.4766355140187	0.0000000000000
7.9439252336449	0.0000000000000
8.4112149532710	0.0000000000000
8.8785046728972	0.0000000000000
9.3457943925234	0.0000000000000
9.8130841121495	0.0000000000000
10.280373831776	731.63568139120
10.747663551402	683.40603100228
11.214953271028	635.85362963887
11.682242990654	590.38816197372
12.149532710280	545.14127698225
12.616822429907	500.77399401677
13.084112149533	459.20669764475
13.551401869159	431.34888735074
14.018691588785	414.80284804581
14.485981308411	395.95490893214
14.953271028037	377.10856092114
15.420560747664	358.26405979444
15.887850467290	337.82690919022
16.355140186916	317.00066180458
16.822429906542	296.17623587676
17.289719626168	275.35398359243
17.757009345794	254.53457558894
18.224299065421	233.71875552624
18.691588785047	217.84435344980
19.158878504673	211.27775632749
19.626168224299	204.73342753419
20.093457943925	197.94022782810
20.560747663551	191.09919556589
21.028037383178	184.25854817348
21.495327102804	177.41831484062
21.962616822430	170.57857797129
22.429906542056	163.73935178519
22.897196261682	156.90078356109
23.364485981308	150.06286539922
23.831775700935	143.22577324143
24.299065420561	136.38959622774
24.766355140187	129.55446391799
25.233644859813	122.72056869066
25.700934579439	115.88812940501
26.168224299065	109.15736983359
26.635514018692	106.53554066299
27.102803738318	103.91843804675
27.570093457944	101.30138094237
28.037383177570	98.684372967089
28.504672897196	96.067418134866
28.971962616822	93.450536162885
29.439252336449	90.833686270388
29.906542056075	88.216927421272
30.373831775701	85.600235346195
30.841121495327	82.976057795219
31.308411214953	81.047488465547
31.775700934579	79.074658009933
32.242990654206	77.110331714084
32.710280373832	75.137465962996
33.177570093458	73.166194120495
33.644859813084	71.186795477192
34.112149532710	69.200266338586
34.579439252336	67.246697033463
35.046728971963	65.381135386283
35.514018691589	63.511995126805
35.981308411215	61.662704137821
36.448598130841	59.842289333436
36.915887850467	58.003706776591
37.383177570093	56.441569895391
37.850467289720	55.375431927233
38.317757009346	54.164340672468
38.785046728972	52.892508662475
39.252336448598	51.608706304604
39.719626168224	50.318983577019
40.186915887850	49.001678159493
40.654205607477	47.706645974067
41.121495327103	46.389183421832
41.588785046729	45.071873599777
42.056074766355	43.754730618015
42.523364485981	42.437781834338
42.990654205607	41.121037562005
43.457943925234	39.804518071408
43.925233644860	38.546287282832
44.392523364486	37.957701341482
44.859813084112	37.369389084220
45.327102803738	36.781379069542
45.794392523364	36.193670225302
46.261682242991	35.606281463882
46.728971962617	35.019221251642
47.196261682243	34.432518246302
47.663551401869	33.846190812326
48.130841121495	33.260254806850
48.598130841121	32.674731259888
49.065420560748	32.089638982552
49.532710280374	31.505005985146
50.000000000000	30.837219004544
